""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000140104"	235.811650248287	-0.00259424422365127	0.235450477926839	-0.0110182160023365	0.991208913439077	0.996754613647407
"ENSG00000140105"	3139.32169397855	0.260334706763169	0.253674150558366	1.02625634574963	0.304770768364691	0.620084805930189
"ENSG00000140107"	6295.05956509402	-2.29932012878824	0.62443823466937	-3.68222187740586	0.000231210045919337	0.0152789140456958
"ENSG00000140153"	509.685454190034	-0.275331068244149	0.112735872490791	-2.4422667085549	0.0145953594536807	0.14797958186213
"ENSG00000140157"	840.165251130554	-0.247107982936838	0.184947852209778	-1.33609544519908	0.181518078575433	0.495015186097266
"ENSG00000140199"	422.946475026441	0.0303287765425403	0.213541326100936	0.142027667881975	0.887058151403271	0.960561977182227
"ENSG00000140254"	6.23106896813568	-0.0288327492197674	0.558937918282249	-0.051584886758761	0.958859461925411	0.984985814288074
"ENSG00000140259"	969.975679162492	-0.10836392433693	0.107975269485547	-1.00359948026279	0.315571705197163	0.628853309414919
"ENSG00000140262"	1444.35125498338	-0.0711834773021603	0.171187106562093	-0.415822655874733	0.677539779176525	0.863170375055695
"ENSG00000140263"	8745.98845949219	-0.751717611469368	0.362914862331586	-2.07133322300408	0.0383276665834257	0.237365162933648
"ENSG00000140264"	28757.8511868025	0.444091908498213	0.23284797900041	1.9072182219689	0.0564923347982247	0.286917315826101
"ENSG00000140265"	600.504748904052	0.0402899793599571	0.153313843305744	0.262794138423686	0.792709253656243	0.921077515410652
"ENSG00000140274"	42.2582271439385	-0.419059781147879	0.754640318879843	-0.555310617076375	0.578682218059372	0.813675819064724
"ENSG00000140279"	150.369167888559	-1.7365682770929	0.642728727956408	-2.70186814679098	0.00689510998757955	0.0996574972318292
"ENSG00000140280"	526.829165440407	-0.154667171601543	0.161996004816474	-0.954759173084337	0.33969949808883	0.647123509423377
"ENSG00000140284"	6988.78894659644	-1.04386781307939	0.350471615626246	-2.97846606269139	0.00289695108946779	0.0642161498507518
"ENSG00000140285"	39.5838142938044	-1.38572306067792	0.610882400870744	-2.26839578076358	0.0233050947095576	0.184818148473934
"ENSG00000140287"	49.5728514716666	-1.05885002810929	0.51107025476374	-2.07182871286214	0.0382814179593809	0.237328650202149
"ENSG00000140297"	247.770071228179	1.36064982584806	0.572452350889869	2.3768787458606	0.0174598265071617	0.160783496290376
"ENSG00000140299"	1472.43233717675	-0.179034436034765	0.120113639576515	-1.49054209551877	0.136081756596662	0.432589951126672
"ENSG00000140307"	1254.44027593901	0.0572183086954484	0.125084118316342	0.457438637819241	0.647355798033612	0.849529558095302
"ENSG00000140319"	8783.55836487416	0.246566188180067	0.117414171295482	2.09996958169183	0.0357315170242517	0.229454547621189
"ENSG00000140320"	1191.4022961354	0.199621697581832	0.151952241555704	1.31371341112235	0.188942666083326	0.503148272535394
"ENSG00000140323"	114.867126469344	0.268130144820914	0.396670553784345	0.675951724328612	0.499071296039039	0.76344840881852
"ENSG00000140326"	575.124002036255	0.146925056932833	0.122058396309078	1.20372757119295	0.228694892081845	0.545019007485261
"ENSG00000140332"	1205.99767011489	-0.134131688201632	0.254734187797455	-0.526555502272364	0.598502299667369	0.823430799512163
"ENSG00000140350"	4666.35143017828	0.21450923514236	0.153310557659969	1.39918110283131	0.16175868185779	0.470533181019394
"ENSG00000140365"	3970.16221802684	0.232881366365509	0.191884889806678	1.2136514063204	0.224880867887228	0.540571939101124
"ENSG00000140367"	767.42407357045	0.44466530951515	0.296645328654779	1.49897964526058	0.133878912645958	0.429561653887123
"ENSG00000140368"	134.81125316907	0.396975966764165	0.35604428831682	1.11496232292013	0.264866567673817	0.580902324493226
"ENSG00000140374"	8293.50149529071	-0.218635036068609	0.209461129138218	-1.04379765815326	0.296579015324805	0.613236511702011
"ENSG00000140379"	74.3285618358861	-0.336263465191671	0.443886472091228	-0.75754384585652	0.448724107929837	0.731232196187559
"ENSG00000140382"	644.076488970501	-0.346315026586677	0.274951788292763	-1.25954818747324	0.207832396541066	0.523361728745881
"ENSG00000140386"	435.69365298401	-0.309797014234516	0.19249186965009	-1.60940311296089	0.107528225049922	0.390181971452871
"ENSG00000140391"	3252.01235554121	0.166362652112074	0.212805627404153	0.781758706954321	0.434356392809015	0.720389030708243
"ENSG00000140395"	1472.04819739807	-0.112731961493168	0.115117457333226	-0.979277722985552	0.327442774479566	0.638386774908007
"ENSG00000140396"	2807.86379621829	0.161830619985823	0.217813542635975	0.742977769092558	0.457495139807105	0.736433194668056
"ENSG00000140398"	613.866194077054	0.156341717586088	0.26247621760734	0.595641460438798	0.551414772961341	0.797733868000155
"ENSG00000140400"	2129.85783829322	-0.171739320281494	0.218164552288188	-0.787200846701401	0.431164301668346	0.717888358840832
"ENSG00000140403"	213.282399928682	0.0313500995686177	0.381132056798251	0.0822552157695112	0.934443766324495	0.976733657988038
"ENSG00000140406"	740.477257819818	-0.0156866406735147	0.208045189550717	-0.0754001604525952	0.939896331551976	0.978148571068955
"ENSG00000140416"	5500.62870928392	-0.466930345944445	0.244271707528443	-1.91152037486812	0.0559377409840604	0.285462570669812
"ENSG00000140443"	229.611536500272	0.415355031235485	0.417830796852178	0.994074717241179	0.320186493081715	0.633195526107799
"ENSG00000140450"	1296.64833047159	-1.04949537076386	0.453347422892719	-2.31499136813713	0.0206134044674078	0.17370290463824
"ENSG00000140451"	171.790768052227	1.21055524691088	0.365028882610536	3.31632729512659	0.000912089419931212	0.0325767322373812
"ENSG00000140455"	1028.54571253546	0.067299929290836	0.100529364488911	0.669455433573935	0.503205000599826	0.766449329297593
"ENSG00000140459"	430.387255365269	-0.352141366224231	0.580935666990966	-0.606162413900655	0.544406908814416	0.794249928410874
"ENSG00000140463"	620.601857597261	-0.0860036377795241	0.200722317975973	-0.428470728351288	0.668308440392784	0.859216256878906
"ENSG00000140464"	1786.1176654713	0.249803058513686	0.161684056067942	1.5450073717146	0.122344480289614	0.411955345463732
"ENSG00000140465"	1989.52742271635	-1.82030463536668	0.775696257343824	-2.3466719326452	0.0189419247383262	0.16702214896703
"ENSG00000140470"	618.093465801532	0.0402429693492682	0.516072708676163	0.0779792627525297	0.937844548680641	0.977339154032321
"ENSG00000140471"	267.016001727117	-0.133808846188878	0.116705316512981	-1.14655313217024	0.251566356089419	0.568109149730156
"ENSG00000140474"	1510.62218695723	0.187129072775554	0.180938082502681	1.03421607097434	0.301035162692577	0.61759900119175
"ENSG00000140478"	1.20721621278325	0.60078974394578	0.98808889799591	0.608032076025073	0.543166200106023	0.793592586617656
"ENSG00000140479"	5331.00421788187	-1.11715901511845	0.357608200541157	-3.12397482336223	0.00178425723050657	0.0494991109670722
"ENSG00000140481"	0.298171171038154	0.200511951490588	1.22705064056465	0.163409679162319	0.87019588244853	NA
"ENSG00000140488"	1.73551965357438	0.355859607873855	0.773906353107494	0.459822569545992	0.645643581832	0.84885355326132
"ENSG00000140497"	3728.83779050285	0.107003597045998	0.11626238660323	0.920362983870015	0.357383105476028	0.661762512473503
"ENSG00000140505"	3418.85459995649	-1.46819050486053	0.910776745414341	-1.6120201929317	0.10695754566859	0.389252652924386
"ENSG00000140511"	157.962213912569	0.546829325923951	0.420536458756928	1.30031371724662	0.193493468529889	0.508716846780116
"ENSG00000140519"	79.2107946617712	-1.0341274876182	0.568359090918821	-1.81949669520797	0.0688356865530109	0.314809967221701
"ENSG00000140521"	1490.65791025914	-0.0078889330111276	0.160398238776711	-0.0491834141776938	0.96077312883795	0.985773857349766
"ENSG00000140522"	0.704739993943445	0.639793379473335	1.0117658176249	0.632353226733077	0.527156090233983	0.783827030158518
"ENSG00000140525"	681.683278437595	0.390882951198908	0.311825362638995	1.25353161747603	0.210012299989858	0.525556906826848
"ENSG00000140526"	10340.0289650552	-0.385086982527897	0.271292076886557	-1.41945532264448	0.155766313354589	0.461104117376437
"ENSG00000140527"	6.03067537205181	0.455177776597581	0.344571520328003	1.32099651231852	0.186502527131522	0.500174888084599
"ENSG00000140534"	155.855630108329	0.699828072501044	0.393319563700537	1.77928620157291	0.0751928520057566	0.329043323608524
"ENSG00000140538"	17.5856603443486	-0.400216132162461	0.545179587987102	-0.734099626950688	0.462888020896752	0.739849283513207
"ENSG00000140543"	190.526471921953	0.112485531857761	0.167539903078131	0.671395469324726	0.501968630411646	0.765491315037431
"ENSG00000140545"	1182.4233696543	0.133250018184829	0.311124148390107	0.428285682337174	0.668443141623741	0.859216256878906
"ENSG00000140548"	516.894272021721	0.511424641798714	0.260322824889285	1.9645785651574	0.0494630348646974	0.268531011431606
